website,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika,reported phenomenon other than swastika 2,reported phenomenon other than swastika 3,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,target,target,culprit, ,notes,Actor 1,Move 1,"Actor 1
Move 1",Actor 2,Move 2,"Actor 2
Move 2",Actor 3,Move 3,"Actor 3
Move 3",Actor 4,Move 4,"Actor 4
Move 4",Number of Moves,Classification of Incident,reported phenomenon broad classification,combined moves,combined actors,combined targets,Police Involvement,Police Move,Religious Leader Involvement,Letters/Statements Issued,Clean Up/Cover Up,Clean Up/Cover Up Actor,suspension/denial of access to space,Other Move,Other Actor,Policy/Committee/System Created,Gathering/Protest/Vigil/Demonstration Held,Victim Support,Support,Silence
https://www.stanforddaily.com/2017/01/26/antisemitic-hack-targets-university-printers/,1/26/17,Jan-2017,Palo Alto,CA,Student Newspaper,antisemitic-hack,,,,,No,paper and ink,college campus,college,flyer,,Jewish Community,,,"""The FBI and Stanford University IT are investigating the incident jointly. The Information Security Office (ISO) will be auditing University printers to identify potential vulnerabilities. At the same time, Stanford has taken measures to secure the network and prevent additional hack attempts from succeeding.""",,school administration,other,"school administration
other",police/sheriff,other,"police/sheriff
other",school administration,letters/statements,"school administration
letters/statements",,,"
",3,Other,other,"other, other, letters/statements","school administration, police/sheriff, school administration",Jewish Community,True,other,0,True,False,None,False,True,school administration,0,0,0,False,True
https://www.wuft.org/news/2017/01/27/while-activists-gather-at-rally-to-commemorate-auschwitz-liberation-another-swastika-wearer-spotted/,1/27/17,Jan-2017,Gainesville,FL,Local News,symbols-of-hate,,,,,No,cloth and ink,college campus,college,jacket,https://www.wuft.org/news/files/2017/01/swastika-liberation-rally-e1485548588109-768x1024.jpg,,,Roger Wiggins,Was a rally to commemorate the 72nd anniversary of the liberation of Auschwitz,,school administration,gathering/protest/vigil/demonstration,"school administration
gathering/protest/vigil/demonstration",,,"
",,,"
",,,"
",1,Symbol,other,gathering/protest/vigil/demonstration,gathering/protest/vigil/demonstration,,False,no involvement,0,False,False,None,False,False,None,0,1,0,True,False
https://www.patriotledger.com/news/20170127/stoughton-teachers-cite-grave-concern-in-response-to-swastika-incidents,1/27/17,Jan-2017,Stoughton,MA,Local News,antisemitic-speech,,,,,No,tape,high school,K-12,recycling bin,,,,male student,"The students accepted responsibility, apologized and were punished by the school. Teachers felt staff and parents should have had a forum to talk. A training session was held Thursday with the Anti-Defamation League to help the district “refocus on the aims of strengthening our safe, tolerant, peaceful and thriving diverse community,” Rizzi said. student reprimanded; teachers suspended for mishandling incident; community uproar ""And a third teacher was suspended — for 20 days, without pay — for talking to one student, her colleagues and rescinding a college letter of recommendation for the student who made the tape swastika. That student was enrolled in the school’s Holocaust course at the time.""",Students decorating the halls after school. Mentioned in this news article is the circulation of a swastika on social media. Also mentioned here: https://www.boston.com/news/local-news/2017/01/28/swastika-at-school-shows-tensions-in-new-trump-era and here https://www.southcoasttoday.com/news/20170203/school-swastika-incident-roils-stoughton,school administration,suspension/denial of access to space,"school administration
suspension/denial of access to space",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",ADL,policy/committee/system creation,"ADL
policy/committee/system creation",,,"
",3,Other,other,"suspension/denial of access to space, policy/committee/system creation, policy/committee/system creation","school administration, school administration, ADL",,False,no involvement,0,False,False,None,True,False,None,1,0,0,True,True
http://www.wftv.com/news/local/parent-reports-courtyard-of-winter-garden-middle-school-defaced-with-swastikas/489713235,1/27/17,Jan-2017,Winter Garden,FL,Local News,symbols,,,,,No,mulch,middle school,K-12,sidewalk,,,,,,Only images taken by student. Weather/rain erased before Monday.,school administration,other,"school administration
other",,,"
",,,"
",,,"
",1,Symbol,other,other,other,,False,no involvement,0,False,False,None,False,True,school administration,0,0,0,False,False
https://www.longislandpress.com/2017/01/30/swastika-made-of-silly-string-found-on-jericho-sidewalk/,1/29/17,Jan-2017,Jericho,NY,Local News,swastika,,,,,No,silly string,urban street,public space,sidewalk,,,,,"Under New York State law, swastika graffiti is considered aggravated first-degree harassment punishable by up to four years in prison and $5,000 in fines, plus restitution. Police involvement","This article is really loaded with valuable statistics. Also talks of ""hate contagion"": https://gothamist.com/news/a-hate-contagion-from-school-bathrooms-to-parked-cars-swastikas-surge-in-ny-nj-since-2016-election",police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Other,other,other,other,,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
http://www.chron.com/neighborhood/fortbend/news/article/Swastikas-Trump-signage-appear-around-Fort-10901188.php,1/29/17,Jan-2017,Sienna Plantation,TX,Local News,criminal-mischief,,,,,No,spray paint,private property,private property,Trump/Pence campaign sign,http://ww4.hdnux.com/photos/56/71/37/12294143/3/920x920.jpg and https://s.hdnux.com/photos/56/71/37/12294142/3/1024x1024.jpg,Trump Supporter,,,"""A swastika will always be a symbol representing hatred, said Sheriff Troy E. Nehls. ""This kind of childish behavior will not be tolerated. What the person or persons responsible for this vandalism may not realize is that when we find them, they will be put in jail and could be charged a hefty fine on top of that. Can they say it is worth it then?""""",,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Other,other,other,other,Trump Supporter,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://www.wnem.com/news/police-investigate-possible-hate-crime-after-swastika-found-on-door/article_a80279f0-1480-5e95-a48d-4caed7f2be85.html,1/30/17,Jan-2017,Lapeer,MI,Local News,hate-crime,vandalism,,Jews-Belong-in-the-Oven,,No,paint,private property,private property,exterior door,https://bloximages.newyork1.vip.townnews.com/wnem.com/content/tncms/assets/v3/editorial/f/0c/f0c60e5c-d94a-5565-a7f9-637e81832c99/5b80853264500.image.jpg?resize=750%2C422,,,,"After reporting the incident to police, Zettle covered the swastika up with inspirational quotes including one from Harry Potter, Happiness can be found, even in the darkest of times, if one only remembers to turn on the light."""" Police are asking for help and investigating.",Attorney Erin Zettle was the target. Also reported here: https://thecountypress.mihomepaper.com/articles/police-continue-swastika-investigation/ and here: https://www.mlive.com/news/flint/2017/02/homeowner_takes_unique_stance.html,community members,clean up/cover up,"community members
clean up/cover up",police/sheriff,other,"police/sheriff
other",,,"
",,,"
",2,Crime,vandalism,"clean up/cover up, other","community members, police/sheriff",,True,other,0,False,True,community members,False,True,police/sheriff,0,0,0,False,True
https://www.reviewjournal.com/crime/las-vegas-police-investigate-swastika-graffiti-on-mexican-consulate-and-nearby-church/,1/30/17,Jan-2017,Las Vegas,NV,Local News,graffiti,posiible-hate-crime,,"TRUMP, @TX2againsttrump",,No,spray paint,government building,government property,exterior urban wall,https://www.reviewjournal.com/wp-content/uploads/2017/01/web1_web_graffitti_0130_7884135.jpg,Latinx Community,,,,,police/sheriff,other,,,,,,,,,,,1,Graffiti,graffiti,,other,,True,other,0,False,False,None,False,False,police/sheriff,0,0,0,False,True
http://www.wkyt.com/content/news/Student-finds-swastika-on-wall-in-bathroom-of-Lexington-high-school-412328393.html,1/30/17,Jan-2017,Lexington,KY,Local News,act-of-hate,,,Attention-F******!!-We-could-Live-Next-Door,,No,marker,high school,K-12,bathroom,http://media.graytvinc.com/images/690*388/SwastikaHenryClay.JPG,,,,"Superintendent Caulk released a statement saying: ""We have zero tolerance for acts of hatred in our schools and absolutely support having a courageous conversation to look at this issue systemically. At its very first meeting, my Superintendent’s Student Voice Team identified issues of racism, discrimination and bias as one of the top two issues they want to take leadership in addressing both in our district and community-at-large. Hate is a learned behavior and our students are taking the lead on moving our entire community forward. Zach is a member of our Superintendent's Student Voice Team, which had its regularly scheduled meeting this morning, and he shared this incident with me personally. We discussed strategies on how to address and engage the community in a broader conversation. I stand in complete agreement with him that we should seize this as a teachable moment for our school community and the community-at-large and I'm proud of our Superintendent'","Student (Zach Sippy) who reported it was Jewish. I think most of this isn’t malice. I think a lot of this is, ‘oh it’s funny. It’s a joke. I can just draw this image' and it’s not. It’s far more dangerous than that,"" Sippy said. ""Images have power. We have to recognize the power of our actions and of our words. That was what was so dangerous and distressing to me.” Sippy is also asking Superintendent Manny Caulk to create a district-wide task force that would be dedicated to fighting hate-crimes.",school administration,letters/statements,"school administration
letters/statements",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",,,"
",,,"
",2,Other,other,"letters/statements, policy/committee/system creation","school administration, school administration",,False,no involvement,0,True,False,None,False,False,None,1,0,0,True,False
http://www.wkyt.com/content/news/Student-finds-swastika-on-wall-in-bathroom-of-Lexington-high-school-412328393.html,1/30/17,Jan-2017,Lexington,KY,Local News,offensive-symbol,,,,,No,marker,high school,K-12,bathroom wall,https://gray-wkyt-prod.cdn.arcpublishing.com/resizer/vu3cuvP__vjwH3AJIueqyelaRws=/1200x675/smart/filters:quality(85)/cloudfront-us-east-1.images.arcpublishing.com/gray/IBNFPQGEFJIURG6PDRIFAZJK3M.jpg,,,,"Superintendent Caulk released a statement saying: ""We have zero tolerance for acts of hatred in our schools and absolutely support having a courageous conversation to look at this issue systemically. At its very first meeting, my Superintendent’s Student Voice Team identified issues of racism, discrimination and bias as one of the top two issues they want to take leadership in addressing both in our district and community-at-large. Hate is a learned behavior and our students are taking the lead on moving our entire community forward. Zach is a member of our Superintendent's Student Voice Team, which had its regularly scheduled meeting this morning, and he shared this incident with me personally. We discussed strategies on how to address and engage the community in a broader conversation. I stand in complete agreement with him that we should seize this as a teachable moment for our school community and the community-at-large and I'm proud of our Superintendent's Student Voice Team for starting this work even before this incident. We are stronger together and we will not let hate divide us.""",,school administration,other,"school administration
other",school administration,letters/statements,"school administration
letters/statements",,,"
",,,"
",2,Symbol,other,"other, letters/statements","school administration, school administration",,False,no involvement,0,True,False,None,False,True,school administration,0,0,0,False,False
https://www.chicagotribune.com/suburbs/northbrook/ct-nbs-northbrook-youth-tl-0202-20170130-story.html,1/30/17,Jan-2017,Northbrook,IL,Local News,hate-crime,,,,,No,marker,library,public space,hand dryer,http://www.trbimg.com/img-5882679a/turbine/ct-nbs-trump-swastikas-tl-0126-20170120/400/400x225,,,,,"swastikas and ""Trump"" graffiti found five times in library washrooms since the election.",,,"
",,,"
",,,"
",,,"
",0,Crime,hate-crime,,,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://www.chicagotribune.com/suburbs/northbrook/ct-nbs-northbrook-youth-tl-0202-20170130-story.html,1/30/17,Jan-2017,Northbrook ,IL,Local News,graffiti,,,,,No,,libary,government property,bathroom wall,,,,,a free civility seminar,,community members,policy/committee/system creation,,,,,,,,,,,1,Graffiti,graffiti,,policy/committee/system creation,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://www.fox5ny.com/news/swastika-scrawled-in-snow-in-park-in-queens,2/1/17,Feb-2017,Queens,NY,Local News,hateful-symbol,,,"Trump-4-Life, H-Town, Trump,","hand formed into sign language ""I love you"", salt shakers",No,snow,public park,park,baseball field,http://2sei0v2s93y31n9ndy1lrzmh.wpengine.netdna-cdn.com/wp-content/uploads/2017/02/snow-swastika-e1485971435834.jpg,,,,"""Eileen O'Gara Linzer said she reported the incident to the Anti-Defamation League and the state's Division of Human Rights bias and hate-crimes hotline, which Gov. Andrew Cuomo established in November after reports of hate-crimes spiked in the days following the election of Donald Trump. She also told Fox 5 that she left a message with her local NYPD precinct."" ""The NYPD told Fox 5 in an email that ""Making a 'swastika' 'kkk' in the snow where there is no damage to property is not a crime.""""",,police/sheriff,other,"police/sheriff
other",ADL,other,"ADL
other",,,"
",,,"
",2,Symbol,other,"other, other","police/sheriff, ADL",,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
http://uofsdmedia.com/swastikas-found-on-campus/,2/1/17,Feb-2017,San Diego,CA,Student Newspaper,incident,acts-of-intolerance,,,,No,,college campus,college,bathroom,,,,,"see this posted flyer for university response: https://i2.wp.com/uofsdmedia.com/wp-content/uploads/2017/02/IMG_3258-e1488339704476.jpg?w=1720 and https://i1.wp.com/uofsdmedia.com/wp-content/uploads/2017/02/IMG_2166-e1488339623806.jpg?resize=860%2C1147 "" Assistant Vice President and Dean of Students Donald Godwin, promoted unity in the USD community and condemned the behavior. Godwin explained that the graffiti and additional acts of intolerance are not entirely uncommon to occur on campus, but this pattern that has occurred is out of the ordinary. According to Godwin, Student Affairs addressed the act of intolerance by sending the campus-wide email. The USD administration also encouraged the community to report further information and incidents. Additionally, Student Affairs hosts events to educate the USD community through programs that promote diversity and inclusivity. Terrence Shaw is the community director for Camino and Founders. Shaw was alerted about the incident on Tuesday, two days before the USD community received the email from Godwin. After emailing his residents about the incident and asking for information, Shaw said that he discussed the incident with his RAs during their staff meeting.""",five acts as of 2/24 in male bathrooms. feces had been left outside Rabbi's office in November two days after the election,school administration,letters/statements,"school administration
letters/statements",school administration,victim support,"school administration
victim support",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",,,"
",3,Incident,other,"letters/statements, victim support, policy/committee/system creation","school administration, school administration, school administration",,False,no involvement,0,True,False,None,False,False,None,1,0,1,True,False
https://www.wgrz.com/article/news/local/neighbor-dispute-in-silver-creek/71-577022310,2/2017,Feb-2017,Silver Creek,NY,Local News,Nazi-symbol,,,,,No,ink and cloth,neighborhood,private property,fence,,,,,"Family is suing neighbor for hanging racist signs and harrassing them. They say: Schilling placed the Nazi symbol on his property ""with the specific intent of striking hate and fear of violence to those who view it,"" the lawsuit alleges.  ""Ms. Kaicher actually is shocked, disturbed and distressed on a daily basis by the affront to civility of the display of the Swastika on the Schilling property,"" alleges the lawsuit.

Rochester attorney Jeffrey Wicks, who represents Kaicher and spoke on her behalf, said the ugly power of the swastika can't be ignored, especially after the 2017 march by neo-Nazis and white supremacists in Charlottesville, Virginia, that led to a homicide and after the mass shooting of 11 attendees at a Jewish synagogue in Pittsburgh in October.                                                          another neighbor started GoFundMe page to help them build a fence to block the view. When asked about the flags, the neighbor said: “They’re history flags…and if someone is afraid to remember history, that’s their problem. History should not be forgotten and as far as that offending him, why should it?” Also says: Schilling contends that his flags, regardless of their history, are ""protected under the First Amendment."" Wicks differed, noting that the constitutional protection is a limitation on what the government can do to impede speech.   See this article for more: https://www.democratandchronicle.com/story/news/2019/03/02/chautauqua-county-ny-swastikas-lawsuit-neighbors/3039355002/",,police/sheriff,other,"police/sheriff
other",community members,clean up/cover up,"community members
clean up/cover up",,,"
",,,"
",2,Symbol,Nazi-symbol,"other, clean up/cover up","police/sheriff, community members",,True,other,0,False,True,community members,False,True,police/sheriff,0,0,0,False,True
https://patch.com/illinois/skokie/swastika-found-skokie-holocaust-museum,2/1/17,Feb-2017,Skokie,IL,Local News,antisemitic-symbol,hate-crime,,"KKK, 666, Police, War, USA","Trump, Star of David",No,wood,museum,public facility,public bench,,Jewish Community,,,police involvement,,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Symbol,hate-crime,other,other,Jewish Community,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://foxbaltimore.com/news/local/police-teen-charged-with-several-graffiti-incidents-involving-swastikas,2/1/17,Feb-2017,Towson,MD,Local News,graffiti,,,,,No,spray paint,county building,government property,building,,,,17 year old boy,"Detectives from the Towson Precinct's Investigative Services Team obtained surveillance video from one of the incidents. With that, along with the cooperation of community groups and neighbors, they were able to develop information that led them to identify the juvenile as one suspect involved in all of these cases.",,police/sheriff,suspension/denial of access to space,"police/sheriff
suspension/denial of access to space",,,"
",,,"
",,,"
",1,Graffiti,graffiti,suspension/denial of access to space,suspension/denial of access to space,,True,suspension/denial of access to space,0,False,False,None,True,False,None,0,0,0,False,True
https://www.dailytargum.com/article/2017/02/rupd-investigates-report-of-vandalism-in-clothier-hall,2/2/17,Feb-2017,New Brunswick,NJ,Student Newspaper,bias-incident,,,,,No,marker,college campus,college,dorm whiteboard,,,,,"""Curtis Chan, the residence life coordinator for Clothier Hall, issued an email to students on Feb. 3, asking them to stand together against hate and bias. He encouraged students to contact Residence Life staff immediately if they witness any similar behavior....Chan attached contact information for Counseling, Alcohol and Other Drug Assistance Program and Psychiatric Services (CAPS), as well as The Center for Social Justice Education and LGBT Communities (SJE) and encouraged students to reach out for support.""","Rutgers Student Affairs defines a “bias-incident” as an act — written, verbal or physical — that threatens or harms a person or group on account of their identity. Their investigative team responds to reports by collecting information and reporting to a committee of representatives, collected from 10 facets of the University including the dean of students and the police department.",school administration,letters/statements,"school administration
letters/statements",school administration,victim support,"school administration
victim support",,,"
",,,"
",2,Incident,other,"letters/statements, victim support","school administration, school administration",,False,no involvement,0,True,False,None,False,False,None,0,0,1,True,False
https://www.bostonglobe.com/metro/regionals/west/2017/02/08/swastikas-offensive-posts-reported-newton-north/Jr25lqsEHqTiwLwsatCN0I/story.html,2/2/17,Feb-2017,Newton,MA,National News,none,,,,,No,dirt,high school,K-12,softball field,,,,,"""Both the incidents in our school, as well as national events, have created fear, anger, and tension among our students, Principal Turner wrote. ""Because the swastika is such a profound symbol-of-hate and intolerance, I have reached out to the Newton Police and Anti-Defamation League to help us address these incidents, identify areas in which we can provide more instruction, and determine how we can best move forward as a school."" Faculty and student groups will also work with school officials to address these issues, while officials look at revisions to the school's anti-bullying curriculum help combat bias, he wrote. The Newton North School Council will also conduct family and community outreach. ""By focusing on developing empathy and respect for others, we help our students to counter and reject any hate or intolerance they may experience in our school or beyond,"" Turner wrote. Newton Superintendent David Fleishman said the district has a policy of notifying local police about any bias-incidents in schools. ""It's really important that students feel safe in school,"" said Fleishman.""",This article refers to an incident on campus but also one that was in social media.,school administration,letters/statements,"school administration
letters/statements",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",police/sheriff,other,"police/sheriff
other",ADL,policy/committee/system creation,"ADL
policy/committee/system creation",4,None,none,"letters/statements, policy/committee/system creation, other, policy/committee/system creation","school administration, school administration, police/sheriff, ADL",,True,other,0,True,False,None,False,True,police/sheriff,1,0,0,True,True
http://www.azcentral.com/story/news/local/scottsdale-breaking/2017/02/03/scottsdale-swastikas-painted-outside-cherokee-elementary-school-paradise-valley/97456862/,2/2/17,Feb-2017,Paradise Valley,AZ,Local News,vandalism,,,,,No,spray paint,elementary school,K-12,street sign,https://www.gannett-cdn.com/-mm-/a1676faec71ffb61bd22ee73bed644a0911a62bb/c=80-19-640-440&r=x404&c=534x401/local/-/media/2017/02/03/Phoenix/Phoenix/636217332279221104-sign1.jpg and http://themadwriter.us/wp-content/uploads/2017/02/Swastikas-at-an-elementary-school-and-in-the-surrounding-neighborhood.png,,,,"“We are working with law enforcement providing the resources that we might be able to bring to the local community and the school,"" said Carlos Galindo-Elvira, director of the ADL of Arizona. ""In many ways (we're) acting as their advocate to ensure that the PD does their part in investigating with the school and concerned citizens,"" said Galindo-Elvira. ""When situations happen with this hateful act of vandalism, it impacts the entire Jewish community. It causes fear and conjures a very painful part of Jewish world history.” Incidents like these have been on the rise recently, according to Galindo-Elvira. “We have received several incidents/reports about similar situations where swastikas are painted on the doors of students in college or people receiving faxes with swastikas,"" he said.",spree: electrical box and traffic sign,police/sheriff,other,"police/sheriff
other",ADL,letters/statements,"ADL
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"other, letters/statements","police/sheriff, ADL",,True,other,0,True,False,None,False,True,police/sheriff,0,0,0,False,True
http://www.app.com/story/news/crime/jersey-mayhem/2017/02/03/swastikas-anti-trump-graffiti-atlantic-highlands/97436930/,2/3/17,Feb-2017,Atlantic Highlands,NJ,National News,graffiti,,,,,No,spray paint,rail trail,public facility,fence,,Trump Supporter,,,"Police captain said, ""Everything has been covered up. It was ugly, and it's got to stop.""","spree: fences, street signs, and ""all over"" according to the Atlantic Highlands Police Department Capt. David Rossbach",police/sheriff,clean up/cover up,"police/sheriff
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,graffiti,clean up/cover up,clean up/cover up,Trump Supporter,True,clean up/cover up,0,False,True,police/sheriff,False,False,None,0,0,0,False,True
https://www.nprillinois.org/post/illinois-issues-officials-wage-war-against-hate#stream/0,2/3/17,Feb-2017,Chicago,IL,National News,vandalism,hate-crime,,,,No,vinyl,synagogue,religious institution,interior door,http://themadwriter.us/wp-content/uploads/2017/02/Chicago-synagogue-vandalized.png,Jewish Community,,"Stuart A. Wright, 32","Rauner in March announced a multi-pronged response that included increased police training, and Madigan conducted a hate-crime summit in February at which representatives of several religious and ethnic groups reported having experienced that spike in hate-incidents. The attorney genreral, Lisa Madigan, told Illinois Issues, â€œThere are more people that unfortunately feel more comfortable in committing hate-crimes and hate speech. And so again, we have to make sure, as law enforcement, as society â€” we are responsive to the fact that hate-crimes are something that is not just an attack on an individual, but it is an attack that is motivated with the goal of attacking a religion, somebodyâ€™s race, somebodyâ€™s way of life. And it is intended to have a broader impact as opposed to just harming an individual; it needs to harm a community. And this is why hate-crimes laws were passed in the first place. But unfortunately, weâ€™re seeing the circumstances in the United States right now, where we need to be more proactive and engaged and responsive as law enforcement to make sure that this doesnâ€™t continue.â€",Also reported here: https://www.nbcchicago.com/news/local/chicago-loop-synagogue-vandalized-swastikas/28098/,police/sheriff,policy/committee/system creation,"police/sheriff
policy/committee/system creation",police/sheriff,letters/statements,"police/sheriff
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"policy/committee/system creation, letters/statements","police/sheriff, police/sheriff",Jewish Community,True,policy/committee/system creation,0,True,False,None,False,False,None,1,0,0,True,True
https://www.ricethresher.org/article/2017/02/willys-statue-vandalized-with-swastika,2/3/17,Feb-2017,Houston,TX,Student Newspaper,vandalism,,,Trump,,No,chalk,college campus,college,public sculpture,https://s3.amazonaws.com/media.rce/1914_willy_grafitti_this_is_photo_from_fbf.jpg,,,"hashtag belongs to group who identify as ""a group of Rep. Poe's constituents that are dedicated to bringing the Representative to fight the immoral and unconstitutional actions of President Trump""",condemnation by college president and president of Rice Jewish Club who said it should be treated as hate-crime,Also reported here: https://www.timesofisrael.com/swastika-drawn-on-base-of-founders-statue-at-rice-university/ Also reported here: https://www.chron.com/news/houston-texas/houston/article/Vandals-strike-Rice-University-third-time-in-a-10909625.php#item-85307-tbla-2 but this article says chalk,school administration,letters/statements,"school administration
letters/statements",student group,letters/statements,"student group
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"letters/statements, letters/statements","school administration, student group",,False,no involvement,0,True,False,None,False,False,None,0,0,0,False,False
https://chicagoist.com/2017/02/06/swastika_logan_square.php,2/4/17,Feb-2017,Chicago,IL,Online Magazine,hateful-graffiti,,,,,No,spray paint,tunnel,public space,pillar,http://chicagoist.com/attachments/chi_sgossett/640swastikalogan.jpg,,,,"Brennan McDowell, 30 found it at 5pm and returned at 10:30pm to paint over it. . ""I made it a window frame so it would be unclear what it had been before.""",,neighbors,clean up/cover up,"neighbors
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,graffiti,clean up/cover up,clean up/cover up,,False,no involvement,0,False,True,neighbors,False,False,None,0,0,0,False,True
https://sanfrancisco.cbslocal.com/2017/02/04/swastika-carved-into-danville-hillside/,2/4/17,Feb-2017,Danville,CA,Local News,vandalism,,,,,No,dirt,community center,local business,hillside,,,,,police involvement,,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Vandalism,vandalism,other,other,,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
http://koin.com/2017/02/06/2-reports-of-swastika-graffiti-in-eugene-over-weekend/,2/4/17,Feb-2017,Eugene,OR,Local News,graffiti,hate-crime,,"KKK, N*****",,No,spray paint,urban building,local business,exterior urban wall,https://lintvkoin.files.wordpress.com/2017/02/swastika-eugene.jpg?w=550&h=634,,,,,Spree: two businesses with more than one swastika also reported here: https://kval.com/news/local/several-swastika-signs-found-graffitied-around-whiteaker-neighborhood,,,"
",,,"
",,,"
",,,"
",0,Graffiti,graffiti,,,,False,no involvement,0,False,False,None,False,False,None,0,0,0,False,False
https://wjla.com/news/local/swastika-gay-slur-note-found-outside-building-on-univ-mary-washington-campus,2/4/17,Feb-2017,Fredericksburg,VA,Local News,none,,,Attention-F******!! We-could-live-next-door,,No,marker,college campus,college,exterior urban wall,,LGBTQ,,,"UMW Police launched an investigation involving the Federal Bureau of Investigation (FBI), and also notified Fredericksburg Police of the incident.",,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,None,none,other,other,LGBTQ,True,other,0,False,False,None,False,True,police/sheriff,0,0,0,False,True
https://news3lv.com/news/local/swastika-carved-into-wall-of-local-synagogue-during-services,2/4/17,Feb-2017,Las Vegas,NV,Local News,vandalism,,,,,No,"marble, stone",synagogue,religious institution,exterior urban wall,,Jewish Community,,,"group of boys who attended the synagogue startled the man. $1,000 reward",,religious leaders,letters/statements,"religious leaders
letters/statements",,,"
",,,"
",,,"
",1,Vandalism,vandalism,letters/statements,letters/statements,Jewish Community,False,no involvement,0,True,False,None,False,False,None,0,0,0,False,False
http://people.com/human-interest/new-yorkers-erase-swastikas-subway/,2/4/17,Feb-2017,New York,NY,National News,graffiti,,,,,No,marker,subway,public transportation,window,https://pbs.twimg.com/media/C34Rmt3WEAAyt3P.jpg,Jewish Community,,,"immediate clean up by subway riders; riders posted pics to social media https://www.facebook.com/gregoryalocke/posts/1279925448727304; things said--"" â€œâ€˜I guess this is Trumpâ€™s America,â€™ said one passenger,â€ Locke recalled. â€œNo sir, itâ€™s not. Not tonight and not ever. Not as long as stubborn New Yorkers have anything to say about it.â€ Also, ""We will not late hate win.""","Spree: mutiple swastikas were found in the subway car ""on every advertisement and every window.""",community members,clean up/cover up,"community members
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,graffiti,clean up/cover up,clean up/cover up,Jewish Community,False,no involvement,0,False,True,community members,False,False,None,0,0,0,False,True
https://www.vcstar.com/story/news/local/communities/conejo-valley/2017/02/07/conejo-valley-park-defaced-swastikas/97598516/,2/5/17,Feb-2017,Newbury Park,CA,National News,graffiti,vandalism,,Build-the-Wall; Trump-Train-Woo-Woo!!; You-just-got-your-last- peso-from-my-family-see-you-in-Mex; Then-I-cannot-support-you!; F**k-U; never-again,,No,spray paint,public park,park,baseball field,,,,,"All three were removed later Sunday, said Jim Friedl, general manager of the district, which operates the park. A district crew painted over the two on the wood and used a high-pressure device to blast away the one on the concrete.",Spree: two swastikas on the wooden side of a baseball field and one painted on the adjacent concrete ground,parks department,clean up/cover up,"parks department
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,vandalism,clean up/cover up,clean up/cover up,,False,no involvement,0,False,True,parks department,False,False,None,0,0,0,False,True
https://www.twincities.com/2017/02/16/umn-student-arrested-for-swastika-vandalism-in-residence-hall/,2/7/17,Feb-2017,Minneapolis,MN,Local News,none,,,White-Man-are-you-sick-of-the-Jews-destroying-your-country-through-mass-immigration-and-degeneracy?; Join-us-in-the-struggle-for-global-white-supremacy-at-The-Daily-Stormer.,,No,,university housing,college,desk,,,,"Matthew Paul Gruber, 18",University issued statement condemning the act; police involvement,"Also reported here as a bias crime: https://www.startribune.com/u-student-arrested-for-swastika-graffiti/414013523/ ""one of seven cases of antisemitic-graffiti or propaganda reported to the university’s Bias Response and Referral Network since the beginning of December""",police/sheriff,suspension/denial of access to space,"police/sheriff
suspension/denial of access to space",school administration,letters/statements,"school administration
letters/statements",,,"
",,,"
",2,None,none,"suspension/denial of access to space, letters/statements","police/sheriff, school administration",,True,suspension/denial of access to space,0,True,False,None,True,False,None,0,0,0,False,True
