website,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika,target,target.1,reported phenomenon other than swastika 2,reported phenomenon other than swastika 3,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,latitude,longitude,Address Found,month,year
https://13wham.com/news/local/swastikas-spray-painted-on-17-trees-in-penfield-park-deputies-investigating,8/13/18,Aug-2018,Penfield,NY,Local News,vandalism,,,graffiti,,,,no,paint,public park,park,tree,https://pbs.twimg.com/media/Dkfpyb2WsAAV3Be?format=jpg&name=small,43.13007736,-77.47587585,"Penfield, NY",Aug,2018
https://katu.com/news/local/hateful-graffiti-found-in-three-places-in-salem-police-say-one-case-is-hate-crime,11/13/2018,Nov-2018,Salem,OR,Local News,hateful-graffiti,,,,,,,no,paint,public park,park,exterior urban wall,,44.93901443,-123.03930664,"Salem, OR",Nov,2018
https://www.eastidahonews.com/2018/11/swastikas-found-painted-on-trees-poles-at-idaho-falls-park/,11/19/2018,Nov-2018,Idaho Falls ,ID,Local News,graffiti,multiple,,,,Kill-them-All,,no,paint,public park,park,"light posts, trees",https://s3-assets.eastidahonews.com/wp-content/uploads/2018/11/19145552/SwastikaTree_3.jpg,43.49133301,-112.04026794,"Idaho Falls, ID",Nov,2018
https://www.nydailynews.com/new-york/ny-swastika-prospect-park-hate-crimes-20190526-gtpwezg7dja2xedbkxglbauxme-story.html,5/25/2019,May-2019,Brooklyn,NY,Local News,Nazi-hate-symbol,Jewish Community,Non-White,graffiti,hate-message,"No-Jews, White-Power",,no,paint,public park,park,exterior urban wall,,40.69252777,-73.99099731,"Brooklyn, NY",May,2019
https://www.app.com/story/news/crime/2019/07/21/swastikas-drawn-parts-park-long-branch-police-say/1790769001/,7/20/19,Jul-2019,Long Branch,NJ,Aggregate Community News Platform,none,,,,,,,no,paint,public park,park,,,40.30402374,-73.9927597,"Long Branch, NJ",Jul,2019
https://www.mi-reporter.com/news/swastikas-found-on-mercer-island-during-jewish-holiday/,9/29/19,Sept-2019,Mercer Island,WA,Local News,antisemitic-icons,,,,,,,no,paint,public park,park,concrete riser,,47.57458496,-122.22206879,"Mercer Island, WA",Sept,2019
https://thejewishnews.com/2019/10/28/swastikas-found-in-west-bloomfield-linear-park/,10/23/19,Oct-2019,West Bloomfield,MI,Religious Journal,hateful-symbol,,,,,Kinky-Bitches,,no,paint,public park,park,tunnel,,42.55755997,-83.36019135,"West Bloomfield Township, MI",Oct,2019
http://longisland.news12.com/police-discover-swastika-in-welwyn-preserve-in-glen-cove-41413360,12/3/19,Dec-2019,Glen Cove,NY,Local News,graffiti,Jewish Community,,,,,,no,paint,preserve,park,"trees, rock",,40.86778641,-73.63976288,"Glen Cove, NY",Dec,2019
https://www.edmondsbeacon.com/story/2020/04/30/news/swastikas-painted-on-trees-at-pine-ridge-park-in-edmonds/23077.html,4/27/20,Apr-2020,Edmunds,WA,Local News,graffiti,,,,,,,no,paint,public park,park,tree,https://kfoxtv.com/resources/media/c4e3f00b-8992-4c51-ac39-7c11e21e9095-large16x9_Swastika.jpg?1585794595794,47.8116188,-122.37664032,"Edmonds, WA",Apr,2020
https://www.lohud.com/story/news/crime/2020/05/27/men-arrested-spray-painting-swastika-graffiti-scout-field/5266724002/,5/25/20,May-2020,Bronxville,NY,Aggregate Community News Platform,racist and antisemitic-graffiti,Black American Community,Latinx Community,vandalism,,,,no,paint,baseball field,park,dugout,,40.93638229,-73.83138275,"Bronxville, NY",May,2020
https://www.ksnt.com/news/local-news/racial-slurs-swastika-found-at-oakland-neighborhoods-santa-fe-ballpark/,6/11/20,Jun-2020,Topeka,KS,Local News,Racial-slurs,Black American Community,,white-power-slogans,swastikas-and-expletives-against-Black-Lives-Matter,"F**K-N******, F**k BLM, WPWW, Blue-Lives-Matter, Stay-Out-of-Oakland",,no,paint,ball park,park,exterior urban wall,,39.0509758,-95.67043304,"Topeka, KS",Jun,2020
https://www.jweekly.com/2020/06/25/swastika-racist-graffiti-in-vallejo-being-investigated-as-hate-crime/,6/24/20,Jun-2020,Vallejo,CA,Religious Journal,racist-graffiti,Black American Community,,vandalism,,"White-Power, N*****, Watch-Out-I'm-Coming-to-Kill-you",,no,paint,public park,park,exterior urban wall,,38.11781693,-122.22097778,"Vallejo, CA",Jun,2020
https://www.ketv.com/article/swastikas-racial-slur-spray-painted-into-grass-at-lake-zorinsky/33017425#,6/30/20,Jun-2020,Omaha,NE,Local News,hate-symbol,Black American Community,,,,N*****,,no,paint,public park,park,lawn,,41.25865173,-95.93719482,"Omaha, NE",Jun,2020
https://www.kimt.com/content/news/Swastikas-spray-painted-on-walls-of-memorials-at-Rochester-park-571955601.html,7/29/20,Jul-2020,Rochester,MN,Local News,graffiti,,,vandalism,,,,no,paint,memorial park,park,memorial,https://media.heartlandtv.com/images/Roch+swastika.jpg,44.01933289,-92.45886993,"Rochester, MN",Jul,2020
https://www.tapinto.net/towns/hamilton-slash-robbinsville/sections/police-and-fire/articles/police-seeking-suspect-that-painted-racist-graffiti-swastika-at-hamilton-s-shady-brook-park,8/4/2020,Aug-2020,Hamilton,NJ,Local News,offensive-racist-graffiti,Black American Community,,,,Kill-N******,,no,paint,public park,park,fence,,40.21007919,-74.68217468,"Hamilton Township, NJ",Aug,2020
https://www.tnonline.com/20200819/swastika-symbols-painted-in-jim-thorpe-park/,8/18/2020,Aug-2020,Jim Thorpe,TN,Local News,symbol,,,,,,,no,paint,public park,park,tree,,35.84299469,-86.34325409,Tennessee,Aug,2020
https://littlevillagemag.com/white-supremacist-graffiti-spray-painted-in-city-park/?fbclid=IwAR15Dbt86gCXavqp70JYP6Jca2zEC6wCuEGYYq5jRsD2z_90DtkMNRFOjts,10/17/2020,Oct-2020,Iowa City,IA,Aggregate Community News Platform,white-supremacist-graffiti,,,,,"We-are-everywhere, voting-will-not-remove-them, Hey-Little-Village-Should-this-Grafitti-Breathe?-WLM!”",,no,paint,public park,park,street,,41.66123962,-91.53012848,"Iowa City, IA",Oct,2020
https://newschannel9.com/news/local/3-cleveland-parks-vandalized-with-racial-slurs-and-swastikas,11/9/20,Nov-2020,Cleveland,TN,Local News,vandalism,Jewish Community,,graffiti,,"I-love-Hitler, F**k-the-Jews, Jewish-Nazi-Anne-Frank ",,yes,paint,public park,park,"playground equipment, sidewalks, bathrooms",,35.15986633,-84.87550354,"Cleveland, TN",Nov,2020
https://www.tapinto.net/towns/westfield/sections/police-and-fire/articles/westfield-what-to-do-when-you-see-a-swastika-or-other-hate-symbol,11/11/20,Nov-2020,Westfield,NJ,Local News,antisemitic-and-hateful-vandalism,,,,,,,no,paint,public park,park,tree,https://tapinto-production.s3.amazonaws.com/uploads/articles/12/best_crop_0f709e6abed1157f803a_1212015611531408374617653.jpeg?v=164c3853502588bf1872,40.64916229,-74.34325409,"Westfield, NJ",Nov,2020
http://www.timescall.com/longmont-local-news/ci_30699524/swastikas-automobileved-into-playground-equipment-at-longmonts-loomiller,1/2/17,Jan-2017,Longmont,CO,Local News,vandalism,,,,,,,no,plastic,public park,park,playground,https://www.timescall.com/wp-content/uploads/migration/2017/0102/20170102_03TCASWAw-1.jpg?w=879,40.16572952,-105.10119629,"Longmont, CO",Jan,2017
http://www.greeleytribune.com/news/local/residents-of-greeley-neighborhood-angry-puzzled-after-finding-large-swastikas-in-snow-on-lake-at-glenmere-park/,1/8/17,Jan-2017,Greeley,CO,Local News,symbol,,,,,,,no,snow,public park,park,frozen lake,https://cdn.greeleytribune.com/wp-content/uploads/sites/4/2017/01/SwastikasGlenmere-GDT-010917-1.jpg,40.42255402,-104.69444275,"Greeley, CO",Jan,2017
https://www.fox5ny.com/news/swastika-scrawled-in-snow-in-park-in-queens,2/1/17,Feb-2017,Queens,NY,Local News,hateful-symbol,,,,,KKK,,no,snow,public park,park,baseball field,http://2sei0v2s93y31n9ndy1lrzmh.wpengine.netdna-cdn.com/wp-content/uploads/2017/02/snow-swastika-e1485971435834.jpg,40.75977707,-73.81729889,"Queens, NY",Feb,2017
http://themanchestermirror.com/2017/01/02/manchester-residents-begin-one-human-family-sign-campaign-in-response-to-swastika-in-village/,12/22/17,Dec-2017,Manchester,MI,Online Magazine,none,,,,,,,no,snow,public park,park,frozen river,,42.1504097,-84.03764343,"Manchester, MI",Dec,2017
https://patch.com/new-york/williamsburg/photos-white-power-trump-graffiti-spotted-brooklyn-nature-walk,12/8/16,Dec-2016,Brooklyn,NY,Local News,hateful-graffiti,Immigrant,,,,"Trump!, Refugees-go-Home, Rapeugees-not-Welcome, Heil-Hitler",,Yes,stone,public park,park,public bench,https://cdn20.patchcdn.com/users/22888247/20161208/014904/styles/T600x450/public/article_images/15391220_10105664780596079_4891149545624166074_n-1481222554-8211.jpg Another image V,40.69252777,-73.99099731,"Brooklyn, NY",Dec,2016
https://www.idahostatesman.com/news/local/community/boise/article149818384.html,5/9/17,May-2017,Boise,ID,Local News,vandalism,Jewish Community,,,,,,yes,unidentified,public memorial,park,public sculpture,,43.61579132,-116.20157623,"Boise, ID",May,2017
https://www.newsday.com/long-island/crime/swastika-commack-park-1.35845325,8/31/19,Aug-2019,Commack,NY,Aggregate Community News Platform,graffiti,,,anitsemitic-graffiti,,,,no,unidentified,public park,park,,,40.84230423,-73.30031586,"Commack, NY",Aug,2019
https://www.app.com/story/news/local/southern-ocean-county/lacey/2020/06/17/barnegat-branch-trail-lacey-vandalized-swastika/3211171001/,6/17/20,Jun-2020,Lacy,NJ,Aggregate Community News Platform,Nazi-symbol,,,,,,,no,unidentified,walking trail,park,public bench,,39.83997726,-74.19116211,"Lacey, NJ",Jun,2020
https://time.com/5249811/neo-nazis-burn-swastika-georgia/,4/23/16,Apr-2016,Cedartown,GA,National News,ritual-practice,,,,,,heart,No,wood,Ku Klux Klan rally,park,wooden structure,https://thenypost.files.wordpress.com/2016/06/160630-kkk-after-150-embed-1.jpg?quality=90&strip=all&w=1328&h=882&crop=1,34.01443863,-85.25447845,"Cedartown, GA",Apr,2016
http://www.ocregister.com/2017/01/09/swastikas-at-mission-viejo-park-unite-multifaith-community/,12/14/16,Dec-2016,Mission Viejo,CA,Local News,vandalism,,,,,,,no,wood,public park,park,tree,,33.59501648,-117.65909576,"Mission Viejo, CA",Dec,2016
https://dailyvoice.com/connecticut/trumbull/police-fire/swastika-carved-into-tree-in-redding/731606/,1/20/18,Jan-2018,Redding,CT,Local News,none,,,,,,,no,wood,public park,park,tree,,41.30413055,-73.37992096,"Redding, CT",Jan,2018
http://time.com/5249811/neo-nazis-burn-swastika-georgia/,4/21/18,Apr-2018,Draketown,GA,National News,swastika-burning,,,,,,,yes,wood,public park,park,wood structure in field,https://imagesvc.timeincapp.com/v3/mm/image?url=https%3A%2F%2Ftimedotcom.files.wordpress.com%2F2018%2F04%2Fneo-nazi-rally-georgia.jpg&w=1600&q=70,33.82334518,-85.04412842,"Draketown, GA",Apr,2018
https://www.newstimes.com/local/article/More-swastika-carvings-found-in-Ridgefield-13052385.php,7/6/18,Jul-2018,Ridgfield,CT,Local News,none,,,,,,,no,wood,public park,park,fence,https://s.hdnux.com/photos/71/01/24/14947597/7/920x920.jpg,41.28145599,-73.49842834,"Ridgefield, CT",Jul,2018
https://www.9news.com/article/news/local/next/kindness-follows-after-swastikas-were-carved-outside-assisted-living-center/437281251,4/11/17,Apr-2017,Westminster,CO,Local News,none,,,,,,,no,cement,assisted living center,private property,sidewalk,"https://kdvr.com/wp-content/uploads/sites/11/2017/05/promo318143248.jpg?resize=960,540",39.86351395,-105.04112244,"Westminster, CO",Apr,2017
"http://www.liherald.com/stories/swastika-found-outside-wantagh-home,100595",2/27/18,Feb-2018,Wantagh,NY,Local News,none,,,,,,,no,cement,private property,private property,sidewalk,http://www.liherald.com/uploads/original/1519830522_c27c.jpg,40.6709404,-73.51049805,"Wantagh, NY",Feb,2018
https://www.ocregister.com/2019/06/06/man-with-giant-yard-swastika-says-nazis-were-80-years-ago-so-get-over-it/,6/6/19,Jun-2019,El Sobrante,CA,Local News,none,,,,,,,no,cement,home,private property,front yard,,37.96625519,-122.30940247,"El Sobrante, CA",Jun,2019
https://www.princewilliamtimes.com/news/police-swastika-symbol-found-outside-gainesville-pool/article_74d0518a-9464-11e9-9a4a-3b902e31839b.html,6/20/19,Jun-2019,Gainesville,VA,Local News,vandalism,,,,,,,no,cement,home,private property,pool deck,,38.79195404,-77.60984802,"Gainesville, VA",Jun,2019
https://dailyvoice.com/new-york/suffolk/police-fire/swastika-discovered-in-drying-cement-on-driveway-of-long-island-home/795733/,10/8/2020,Oct-2020,Merrick,NY,Local News,vandalism,,,,,,,no,cement,home,private property,driveway,,40.66632843,-73.55324554,"Merrick, NY",Oct,2020
http://newyork.cbslocal.com/2016/03/08/cedarhurst-swastikas/,3/8/16,Mar-2016,Cedarhurst,NY,Local News,symbol-of-hate,Jewish Community,,,,,"Donald Trump, Nazi Flag",No,chalk,private property,private property,sidewalk,,40.62675858,-73.72797394,"Cedarhurst, NY",Mar,2016
https://variety.com/2016/tv/news/stephen-colbert-draws-swastika-for-donald-trump-late-show-1201796206/,6/15/16,June-2016,New York,NY,Online Magazine,none,,,,,,Hitler mustache on Trump,no,chalk,television show,private property,chalkboard,,40.71304703,-74.00723267,"New York, NY",June,2016
https://www.nbcnewyork.com/news/local/suspect-photos-released-in-brooklyn-heights-swastika-attack/1604458/,10/30/2018,Oct-2018,Brooklyn,NY,Local News,swastika-attack,Black American Community,,hate-filled-graffiti,,N*****,,no,chalk,residential area ,private property,steps of homes and garage doors,,40.69252777,-73.99099731,"Brooklyn, NY",Oct,2018
https://news.wttw.com/2018/11/09/man-charged-hate-crime-allegedly-drawing-swastikas-buena-park-homes,11/2/2018,Nov-2018,Chicago,IL,Local News,racist-graffiti,,,,,C.I.A.-FU,,no,chalk,private property,private property,fences; garages,,41.8832283,-87.63240051,"Chicago, IL",Nov,2018
https://ktla.com/news/local-news/3-teens-arrested-in-connection-with-swastika-vandalism-around-san-dimas-series-of-arson-fires/,4/4/2019,Apr-2019,San Dimas,CA,Local News,vandalism,,,,,,,no,chemical fluid,home,private property,lawn,https://ktla.com/wp-content/uploads/sites/4/2019/04/swasti-ftd.jpg?w=1920&h=1080&crop=1,34.10667801,-117.80274963,"San Dimas, CA",Apr,2019
https://whdh.com/news/police-webster-drug-trafficking-suspect-caught-with-kilo-of-cocaine-with-swastika-pressed-into-it/,2/4/2019,Feb-2019,Webster,MA,Local News,none,,,,,F1R,,no,cocaine,automobile,private property,drug package,https://sunbeamwhdh.files.wordpress.com/2019/02/190205_cocaine_suspect.jpg?quality=60&strip=color,42.03779221,-71.88336182,"Webster, MA",Feb,2019
https://twitter.com/MichaelEHayden/status/1159924302214586369/photo/1,3/17/19,Mar-2017,Leesburg,VA,National News,none,,,,,,,no,cookie dough,private property,private property,cookie on a plate,https://pbs.twimg.com/media/EBjg_bbXkAEl3zr?format=jpg&name=large,39.10800171,-77.55063629,"Leesburg, VA",Mar,2017
https://www.lohud.com/story/news/local/rockland/2017/11/27/swastika-drawings-found-spring-valley/899308001/,11/27/17,Nov-2017,Spring Valley,NY,Local News,none,,,,,,,no,dirt,private property,private property,automobile,,41.11326981,-74.04460907,"Spring Valley, NY",Nov,2017
https://www.wtae.com/article/swastikas-hitler-was-right-carved-on-walls-during-boat-vandalism-spree/8543361#,12/10/16,Dec-2016,Plum,PA,Local News,vandalism,multiple,,,,Pay-me; Hitler-was-right,,yes,drywall,dock,private property,boat,,40.49419022,-79.75817871,"Plum, PA",Dec,2016
https://www.washingtonpost.com/local/public-safety/a-swastika-was-mowed-into-a-field-now-neighbors-ask-if-they-could-have-done-more/2017/12/26/4e190a48-ea63-11e7-8a6a-80acf0774e64_story.html,10/20/17,Oct-2017,Lorton,VA,National News,display-of-hate,,,,,,,unclear,grass,private property,private property,field of grass,,38.69286346,-77.21853638,"Lorton, VA",Oct,2017
https://www.jdnews.com/story/news/2020/09/17/richlands-family-hit-hate-crime-after-swastika-mowed-yard/3478151001/,9/16/2020,Sept-2020,Richlands,NC,Local News,Nazi-style-swastika,Black American Community,,,,,,no,grass,home,private property,lawn,,34.90008926,-77.54903412,"Richlands, NC",Sept,2020
http://www.huffingtonpost.com/entry/swastika-cupcakes-birthday-gift_us_583df40ee4b04fcaa4d562a6,11/29/16,Nov-2016,Phoenix,AZ,National News,tasteless-joke,Jewish Community,,,,,,No,icing,private property,private property,cupcake,http://i.dailymail.co.uk/i/pix/2016/11/28/20/3AD5623800000578-3979766-image-a-82_1480363377710.jpg,33.44820404,-112.07258606,"Phoenix, AZ",Nov,2016
https://www.gjsentinel.com/news/western_colorado/swastika-offends-residents-of-fruita/article_58bd8552-e317-11e8-a781-10604b9f6eda.html,11/8/2018,Nov-2018,Fruita,CO,Local News,none,,,,,,,yes,ink,private property,private property,flag,,39.15450287,-108.73019409,"Fruita, CO",Nov,2018
https://www.usatoday.com/story/news/nation-now/2016/04/15/property-owners-nazi-flag-upsets-neighbors-tenn/83113360/,4/15/16,Apr-2016,Springfield,TN,National News,Nazi-flag,,,,,,Hammer and sickle,Yes,ink,private property,private property,Nazi flag,https://www.gannett-cdn.com/-mm-/519e70b3dd198a728f9efe74a59e76efcbe622d3/c=4-0-3260-2448/local/-/media/2016/04/15/Nashville/Nashville/635963296576623967-021.JPG?width=534&height=401&fit=crop,36.49842453,-86.88053131,"Springfield, TN",Apr,2016
https://minnesota.cbslocal.com/2016/06/30/lauderdale-nazi-flag/,7/1/16,Jul-2016,Lauderdale,MN,Local News,Nazi-flag,,,,,,male genitalia,Yes,ink,private property,private property,Nazi flag,http://stmedia.stimg.co/ctyp_8400369802e5f_nazi.jpg?w=800,44.99892044,-93.20251465,"Lauderdale, MN",Jul,2016
http://www.nbcbayarea.com/news/local/Nazi-Flag-Skull-Spotted-at-San-Francisco-House-400600901.html,11/9/16,Nov-2016,San Francisco,CA,Local News,Nazi-flag,Trump Supporter,,,,,"pentagram, male genitelia",Yes,ink,private property,private property,Nazi flag,http://media.nbcbayarea.com/images/652*367/SF+NAZI+FLAG+HOUSE+KNTV_000000019743115+-+14572129.jpg,37.78007889,-122.42015839,"San Francisco, CA",Nov,2016
https://www.krqe.com/news/swastika-on-albuquerque-homes-window-offends-neighbors/,9/4/17,Sep-2017,Albuquerque,NM,Local News,symbol,,,,,,,yes,ink,private property,private property,flag,https://media.krqe.com/nxs-krqetv-media-us-east-1/photo/2017/09/04/nazi-house-1_31016483_ver1.0_640_360.jpg,35.08424759,-106.64923859,"Albuquerque, NM",Sep,2017
http://www.newsweek.com/pennsylvania-west-mifflin-swastika-flag-seen-hung-home-919075,5/1/18,May-2018,West Mifflin,PA,National News,none,Black American Community,,,,,,no,ink,private property,private property,flag,,40.35027313,-79.92701721,"West Mifflin, PA",May,2018
https://www.cnn.com/videos/us/2018/08/10/ulysses-pennsylvania-sidner-erin-pkg-vpx.cnn,8/10/2018,Aug-2018,Ulysses,PA,National News,none,,,,,White-Power,,no,ink,private property,private property,"body, yard sculptures",,41.90372086,-77.76229858,"Ulysses, PA",Aug,2018
https://www.newsweek.com/kkk-hood-swastika-doorbell-camera-phoenix-1339140,2/21/2019,Feb-2019,Phoenix,AZ,National News,symbols,,,,,,,no,ink,home,private property,kkk robe ,,33.44820404,-112.07258606,"Phoenix, AZ",Feb,2019
https://www.nj.com/news/2019/06/police-investigate-bias-crime-after-swastika-found-in-front-of-bergen-county-familys-home.html,6/12/19,Jun-2019,Teaneck,NJ,Aggregate Community News Platform,bias-crime,,,,,,,no,ink,home,private property,front yard,,40.88481903,-74.00655365,"Teaneck, NJ",Jun,2019
https://www.idahostatesman.com/opinion/from-the-opinion-editor/article238325328.html,12/13/19,Dec-2019,Caldwell,ID,Local News,none,,,,,,,no,ink,home,private property,flag,,43.66281509,-116.6878891,"Caldwell, ID",Dec,2019
https://www.news9.com/story/5efa60a13a660471aab3f8be/man-arrested-accused-of-shooting-woman-trying-to-steal-nazi-flag-from-garfield-county-home,6/28/20,Jun-2020,Hunter,OK,Local News,Nazi-flag,,,,,,,no,ink,neighborhood,private property,flag,,36.56264114,-97.66324615,"Hunter, OK",Jun,2020
https://nypost.com/2020/08/06/portland-protesters-confront-woman-wearing-swastika-armband/,8/5/2020,Aug-2020,Portland,OR,Tabloid paper,none,,,,,,,no,ink,home,private property,armband ,,45.51601791,-122.681427,"Portland, OR",Aug,2020
https://brooklyn.news12.com/local-leaders-coney-island-community-members-outraged-after-swastika-flag-seen-hanging-on-wall-inside-apartment,1/2/2021,Jan-2021,Brooklyn,NY,Local News,symbol-of-hate,,,,,,,no,ink,home,private property,flag,,40.69252777,-73.99099731,"Brooklyn, NY",Jan,2021
https://www.wthr.com/article/nazi-flag-sparks-outrage-outside-east-indianapolis-home,3/12/17,Mar-2017,Indianapolis,IN,Local News,none,,,,,,,yes,ink,home,private property,flag,,39.7908287,-86.14778137,"Indianapolis, IN",Mar,2017
https://www.news-leader.com/story/news/local/ozarks/2018/08/30/springfield-tattoo-artist-free-cover-racist-queen-city-justin-fleetwood/1064057002/,8/1/18,Aug-2018,Springfield,MO,Local News,racist-tattoo,,,,,"1488, White-Pride",,yes,ink,tattoo,private property,body,,37.21552277,-93.2923584,"Springfield, MO",Aug,2018
https://www.wgrz.com/article/news/local/neighbor-dispute-in-silver-creek/71-577022310,2/2017,Feb-2017,Silver Creek,NY,Local News,Nazi-symbol,,,,,,,no,ink,neighborhood,private property,fence,,42.54428101,-79.16669464,"Silver Creek, NY",Feb,2017
https://chicago.cbslocal.com/wp-content/uploads/sites/15116062/2017/01/claremont-graffiti.png?w=640&h=360&crop=1,1/25/17,Jan-2017,Chicago,IL,Local News,graffiti,Jewish Community,,,,Nazis-are-Coming; Suicide-is-cool; N*****,,yes,ink,private property,private property,garage door,https://chicago.cbslocal.com/wp-content/uploads/sites/15116062/2017/01/claremont-graffiti.png?w=640&h=360&crop=1 and https://assets.dnainfo.com/photo/2017/1/1485445320-289253/extralarge.jpg,41.8832283,-87.63240051,"Chicago, IL",Jan,2017
http://www.timesofisrael.com/swastikas-found-in-posted-on-la-ny-homes/,2/12/17,Feb-2017,Los Angeles,CA,International News,none,Jewish Community,,,,You're-Gonna-Burn,,yes,ink,private property,private property,door note,,34.05223846,-118.24334717,"Los Angeles, CA",Feb,2017
http://www.timesofisrael.com/swastikas-found-in-posted-on-la-ny-homes/,2/12/17,Feb-2017,Brooklyn,NY,International News,none,Jewish Community,,,,,,no,ink,apartment ,private property,hallway,http://antisemitism.org.il/sites/default/files/2017151.jpg,40.69252777,-73.99099731,"Brooklyn, NY",Feb,2017
http://www.mlive.com/news/ann-arbor/index.ssf/2017/05/swastika_kkk_drawn_on_trump_fo.html,5/12/17,May-2017,Ann Arbor,MI,Local News,defacement,Trump Supporter,,,,Trump-for-President-2016; KKK; Make-Trump-USSR-Great-Again; God-Said-666-Lie!!,,no,ink,private property,private property,Trump campaign sign,http://image.mlive.com/home/mlive-media/width620/img/annarbornews_impact/photo/22670958-mmmain.jpg and https://www.mlive.com/resizer/HIEOAlcH3xjPLdf4E1ooYPKvz-4=/1280x0/smart/advancelocal-adapter-image-uploads.s3.amazonaws.com/image.mlive.com/home/mlive-media/width2048/img/annarbornews_impact/photo/22670968-standard.jpg,42.28141785,-83.74847412,"Ann Arbor, MI",May,2017
http://upnorthlive.com/news/local/swastika-scribbled-on-manistee-womans-front-door,8/13/17,Aug-2017,Manistee,MI,Local News,vandalism,,,,,,,no,ink,private property,private property,exterior door,http://static-27.sinclairstoryline.com/resources/media/67606464-ce4c-4979-830d-1de4fabcf147-large16x9_ScreenShot20170817at1.41.18AM.png,44.24581528,-86.31959534,"Manistee, MI",Aug,2017
http://www.wbtv.com/story/36430028/charlotte-man-says-swastika-symbol-was-drawn-on-his-door,9/21/17,Sep-2017,Charlotte,NC,Local News,none,Jewish Community,,,,,,no,ink,private property,private property,exterior door,http://wbtv.images.worldnow.com/images/14982074_G.jpg?auto=webp&disable=upscale&width=800,35.2237854,-80.84114075,"Charlotte, NC",Sep,2017
http://www.cleveland19.com/story/37519857/interracial-westlake-couple-speaks-out-after-hate-message-found-in-front-yard,2/15/18,Feb-2018,Westlake,OH,Local News,none,multiple,,,,,,no,ink,private property,private property,cooler/front yard,https://pbs.twimg.com/media/DWIJUMRX4AAxsti.jpg,41.45975113,-81.92179871,"Westlake, OH",Feb,2018
http://abc13.com/pets-animals/stranger-marks-dog-with-swastika-on-forehead/3398104/,4/25/18,Apr-2018,Springfield,MO,Local News,symbol,,,,,,,no,ink,private property,private property,dog,http://www.kansas.com/latest-news/l4nqa9/picture209858269/alternates/LANDSCAPE_1140/dog%20swastika.jpg,37.21552277,-93.2923584,"Springfield, MO",Apr,2018
https://durangoherald.com/articles/280071,5/27/2019,May-2019,Durango,CO,Local News,none,,,,,,,no,ink,construction site,private property,exterior urban wall,,37.28224945,-107.87776184,"Durango, CO",May,2019
https://qns.com/2020/01/swastikas-found-inside-vandalized-car-in-fresh-meadows-nypd/,1/12/20,Jan-2020,Queens,NY,Local News,none,Jewish Community,,,,,,no,ink,urban street,private property,inside seat of automobile,,40.75977707,-73.81729889,"Queens, NY",Jan,2020
https://wsvn.com/news/local/several-swastikas-found-drawn-on-mailbox-in-front-of-miami-beach-home/,11/13/2019,Nov-1,Miami Beach,FL,Local News,hateful-message,,,antisemitism,symbols,,,no,ink,home,private property,mailbox,,25.79223633,-80.13484955,"Miami Beach, FL",Nov,1
https://www.ktnv.com/news/more-racist-letters-prompt-federal-involvement,1/7/16,Jan-2016,Spring Valley,NV,Local News,racist-letters,Non-White,LGBTQ,,,Dear-Homeowners-Do-not-Sell-or-Rent-to-Asians-Black-Arabs-Jews-Mexicans-Gays-We-want-to-keep-Spring-Valley-White,"""figure of a person smoking""",no,ink,"home
",private property,mailbox,,36.09231949,-115.25879669,"Spring Valley, NV",Jan,2016
http://www.vcstar.com/story/news/2017/02/15/police-investigate-antisemitic-material-found-oak-park/97957174/,2/11/17,Feb-2017,Oak Park,CA,Local News,antisemitic-incident,Jewish Community,,,,Tod-fur-die-Juden,,No,ink,private property,private property,"front door, vehicles, mailboxes",http://jewishjournal.com/wp-content/uploads/2017/02/com-swastikas-cap.jpg,34.17514801,-118.75809479,"Oak Park, CA",Feb,2017
http://njjewishnews.com/article/36835/no-suspects-after-swastikas-found-on-lawn-of-highland-park-jewish-homeowner#.WyGEYVMvwUE,1/5/18,Jan-2018,Highland Park,NJ,Local News,antisemitic-incident,Jewish Community,,,,,,no,ink,private property,private property,front yard,,40.49972153,-74.42622375,"Highland Park, NJ",Jan,2018
https://www.abc.net.au/news/2019-07-07/potter-county-residents-decry-the-neo-nazi-next-door/11243672,7/7/19,Jul-2019,Ulysses,PA,National News,none,,,,,,,no,ink,home,private property,front yard,,41.90372086,-77.76229858,"Ulysses, PA",Jul,2019
https://abc7.com/calabasas-condo-hate-speech-nazi-symbols/5852366/,1/14/20,Jan-2020,Calabasas,CA,Local News,hate-filled-messages,multiple,,,,Death-to-America,,no,ink,home,private property,window,,34.15121078,-118.64979553,"Calabasas, CA",Jan,2020
https://www.paloaltoonline.com/blogs/p/2020/09/06/someone-hung-a-swastika-in-my-front-yard,9/4/2020,Sept-2020,Palo Alto,CA,Blog,hate-symbol,,,,,,,no,ink,home,private property,BLM sign in front yard,,37.44510269,-122.16036224,"Palo Alto, CA",Sept,2020
https://6abc.com/offensive-flyers-racist-with-swasitkas-nazi/6896891/,10/8/2020,Oct-2020,Mullica Hill,NJ,Local News,racist-antisemitic-content,Trump Supporter,,,,"We-got-your-Back, Vote-for-Trump",,no,ink,home,private property,flyer,,39.73996735,-75.22485352,"Mullica Hill, NJ",Oct,2020
